id	title	text
1560		"Patient-Led Advocacy Group Shares Patient Perspective
Esto nos lleva a pensar que el sujeto debe ser una causa en sí mismo, y no una casualidad. Él debe ser el origen de sus posibilidades y oportunidades. Para ello se requiere de mucha labor, de instropección y de ""ser consciente de sí"". Tampoco con esto se espera que la persona se vuelva omnipresente y omnisciente, que todo lo puede por solo tener el control de sí mismo, porque una realidad es que si existen factores externos que juegan un papel importante; sin embargo esos factores no deben gobernar tu vida interna.  
¿Cómo lograr discernir entre lo que si me compete y lo que está afuera como un factor que puede impactar? Sin afán de generar un comercial mercadológico, la terapia es un excelente espacio que te puede permitir escucharte, analizarte y conocer la profundidad de tus océanos. Un proceso en donde tarde o temprano, caerás en cuenta de ti y de tus actos, por ende te responsabiliza de tu existencia y de tu lugar en los espacios externos.  
Muchos países del mundo se asombran al simple hecho de ver como el mexicano rinde tributo a la muerte. Se cuestionan ¿cómo y por qué festejan que un muerto ya no esté en el mundo terrenal? Y es que el tema de hoy, difícilmente podemos desprenderlo de la perspectiva de nuestra cultura, porque la cultura permea al individuo y a la inversa.  
En su mayoría, somos una cultura “muégano”, difícilmente podemos desprendernos los unos a los otros. Es esta misma adherencia familiar y el amor por el otro, lo que nos hace la tarea aún más difícil de desprendernos de ese ser querido. Sin embargo, aún teniendo una cultura como la mencionada, no podemos dejar de analizar la importancia de la muerte dentro de nuestra representación psíquica."
1561		"Patient-Led Advocacy Group Shares Patient Perspective
Como se dice “la muerte es lo único seguro en esta vida”. Bajo este presagio entra la duda sobre si vivimos para morir o la muerte está presente para poder vivir. No podemos inclinarnos por alguno de los pasajes porque generalizaríamos una postura ante la muerte.  
¿Cómo hace el mexicano para integrar la muerte a la vida? Ante esta pregunta, se pueden abrir muchas brechas, pero trataremos de esclarecer una que consideramos sucede en el psiquismo de los mexicanos.  
La muerte no solo es llevar el cuerpo al punto cero, a lo inanimado. Es también, todo un mecanismo psíquico que surge en las personas o seres queridos que rodean al difunto. Para poder tener una integración e interacción en el día de muertos, lo primero que hacemos es tratar de quitar el afecto a la experiencia, no a la persona. Con esto, el mexicano logra sublimar la muerte como algo fatal o catastrófico, a convertirlo en un evento de un posible retorno simbólico que permite tener una conexión afectiva con la persona. Es un mecanismo tan complejo, que el empuje a hacerlo proviene de la misma cultura.  
Otro mecanismo que parece activarse es, que en esta misma línea de sublimación, lograr integrar la percepción de la muerte como algo bueno y no con connotaciones negativas. La festividad, la ofrenda, y todos los rituales ayudan a que los aquejados dejen de sentir la culpa que nos provoca la muerte de nuestros seres queridos. Si la culpa no se transformara, seguramente la muerte seguiría en secuencia dentro de la familia. Terminaría arrebatando no solo a un familiar, sino a todos aquellos que no logren sublimar la culpa."
1562		"Patient-Led Advocacy Group Shares Patient Perspective
Con esto, no queremos decir que todos reaccionamos de la misma forma, o que es lo que debemos hacer. Simplemente es entender qué pasa en nuestras mentes y como la cultura tiene un impacto para poder tramitar un escenario que, para muchos, tiene tintes muy oscuros.  
La “nueva normalidad” nos ha exigido la adaptación a diferentes formas de sociabilizar, de poder salir de espacios seguros y aislados con los cuidados necesarios y respetando las medidas sanitarias. Hoy en día se habla de un modelo híbrido, el cual busca la integración y readaptación de las personas a una vida que sigue condicionada por la salud- enfermedad.  
A grandes rasgos un modelo híbrido, es aquel que te permite interactuar en 2 vertientes con las personas. La primera, de forma presencial con un porcentaje mínimo de tu población real donde interactúas cara a cara. La segunda, tiene que ver con el trabajo a distancia, lo que se conoce como labores remotas. En este grupo entra la mayoría de la población. Mientras unos cuántos se encuentran de forma presencial, otros están interactuando en la misma actividad, pero de forma virtual. Posteriormente, se intercambiarán los roles a lo largo de la semana  
Sin embargo, no sólo se pone en juego la presencialidad, sino también todo nuestro estado emocional, debido a que la situación remueve cosas en nosotros, y en la mayoría de los casos nos deja en una posición vulnerable e insegura ante el virus.  
¿Cómo hace el mexicano para integrar la muerte a la vida? Ante esta pregunta, se pueden abrir muchas brechas, pero trataremos de esclarecer una que consideramos sucede en el psiquismo de los mexicanos."
1563		"Patient-Led Advocacy Group Shares Patient Perspective
¿Qué pasa realmente con las personas? Hay quienes se rehúsan a esta nueva modalidad por el temor de enfrentarse a una situación de enfermedad generada por el Covid. Hay otros que estaban deseosos de poder, dentro de la medida, reanudar sus actividades y sus labores cotidianas. Y, por otro lado, hay otro grupo que no logra generar una opinión individual y deciden en sí lo que externamente se ha impuesto.  
Sin afán de categorizar a nuestros lectores, lo importante del presente texto es que ante cualquiera de los panoramas mencionados, la realidad es que mucho de nosotros se pone en juego en este modelo híbrido de vida. La analogía que queremos integrar es que nuestro estado emocional no puede escindirse a que unos días pueda ser expresado y otros días tenga que ser resguardado. Aunado a esto no está de más sobre exigirnos acerca del ser más conscientes de lo que implica el tener un modelo híbrido en nuestras vidas y la responsabilidad que esto conlleva en cada uno de nosotros.  
Retomando el tema emocional, también debe entrar dentro del plano de lo consciente. el saber cómo me siento, qué tan preparado estoy hoy para afrontar un día en el exterior y que debo de trabajar conmigo mismo para erradicar esos sentires que detonan en mí reacciones emocionales adversas que obstaculizan mi desarrollo y mi convivencia. Para esto, te sugerimos que aparte de tener listo tu cubrebocas y tú gel antibacterial, estés listo y seguro contigo mismo de que el evento al que te diriges será una buena experiencia de vida.  
Toma en cuenta lo siguiente:"
1564		"Patient-Led Advocacy Group Shares Patient Perspective
Toma en cuenta lo siguiente:  
Procura no salir a prisa de tu casa. Organiza tus tiempos de salida, es más importante que salgas seguro aunque tengas retardo. Considera importante reflexionar cómo te sientes hoy y qué tan seguro te encuentras antes de partir. Si tienes hijos, tómate unos minutos para platicar sobre cómo se sienten y trata de brindarles herramientas que los hagan sentir más seguros. No descuidemos los cuidados físicos pero tampoco te olvides de tus cuidados emocionales  
Como sabemos el adolescente es inestable emocionalmente, que cambia con cierta facilidad de humor y puede estar en un momento determinado eufórico y pasar seguidamente al más hondo pesimismo.  
Pese a que esta característica es propia de la adolescencia, en sus ambientes en los que se encuentra y, especialmente, en la familia hay que intentar educar en el complejo mundo de las emociones. Actualmente se habla con frecuencia de la Inteligencia Emocional y con esta expresión se pretende hacer hincapié en que las personas debemos aprender a manejar nuestras emociones, a saber gobernarlas.  
La felicidad y el éxito en la vida muchas veces no dependen de nuestra capacidad intelectual sino de nuestras habilidades para conocer y controlar nuestras emociones y también conocer las emociones ajenas.  
En el mundo de las relaciones interpersonales es donde se encuentran los mayores problemas afectivos y personales. La madurez y el equilibrio en dichas relaciones son fundamentales para la salud psicológica del adolescente. Pero esta madurez y equilibrio, aunque dependen mucho de las características personales de cada uno, se pueden mejorar con un adecuado entendimiento en estas cuestiones, bien con programas, que hay editados y que están en los centros educativos, o bien con el diálogo y el apoyo sereno de la familia o sus amistades en los momentos difíciles."
1565		"Patient-Led Advocacy Group Shares Patient Perspective
Las relaciones con los iguales, familia, relaciones de pareja, son las situaciones que ponen en juego más energía emocional, ya sea en su forma negativa o positiva. Cuando un adolescente se siente triste, abatido, tiene ansiedad, etc., es bueno que comunique estos estados de ánimo, bien sea a amigos y amigas, familia, etc. El problema muchas veces es que estos estados pertenecen más que ninguna otra cosa al terreno de lo íntimo y el adolescente, en muchos casos, huye de la comunicación de estos estados de ánimo que él considera íntimos. Es más fácil que recurra a sus amistades que a la familia porque se siente con más libertad para hablar de ciertos temas y también más comprendido. Lo importante es que tenga la capacidad para expresar lo que siente, teniendo en cuenta que cada persona es diferente a la hora de manifestar estas cuestiones y los padres y madres, en el entorno familiar, han de tener la habilidad para, respetando la intimidad de su hijo e hija, ofrecer un entorno de comunicación abierto y comprensivo.  
¿Qué puede hacer la familia ante situaciones de bajón anímico?  
Favorecer la comunicación pero sin mostrarse excesivamente pesados, dado que puede producir el efecto contrario. Estar siempre abiertos al diálogo. Actuar con empatía, es decir, ponernos verdaderamente en su lugar para comprender mejor lo que le ocurre y poder ayudarle. Los problemas afectivos de un adolescente son muy importantes para él aunque para una persona adulta puedan resultar una tontería. Si los padres y madres observan que los momentos bajos, anímicamente hablando, son frecuentes, no pasan con facilidad, etc., debemos acudir a un especialista que nos ayude con algunas técnicas más específicas."
1566		"Patient-Led Advocacy Group Shares Patient Perspective
Para nadie es nuevo que el mundo en el que vivimos no está pasando por su mejor época, e incluso científicos e investigadores apuntan a que no se recuperará en un buen lapso de tiempo. De hecho muchos hablan, de un cambio de era.  
Científicos y activistas del cambio climático han diseñado una estrategia para concientizar al mundo del daño que estamos generando a nuestro espacio vital. Dicha estrategia consistió en montar un reloj enorme en la Ciudad de Nueva York, señalando el tiempo de vida que le queda a nuestro planeta en caso de no tomar acciones y medidas que favorezcan su conservación. El reloj marca aproximadamente 7 años con 100 días, a nuestro parecer, tenemos muy poco tiempo para poder equilibrar.  
El mundo real ya empieza a tener secuelas visibles y tangibles para todos: pandemia, enfermedades crónicas e incluso no catalogadas, deforestación, temperaturas radicales, muerte de flora y fauna, etc. Quizá todo esto es señal de que las condiciones de afuera requieren de un gran cambio, pero ¿por qué el ser humano sigue sin atenderlas? Es aquí donde queremos equiparar el mundo exterior, con el mundo interno de los humanos. ¿A caso ese desastre y derrumbamiento externo también se está viviendo en nuestros interiores? ¿No vemos aquello que está afuera porque estamos tan acostumbrados a verlo adentro que nos volvemos en sintonía con ello?"
1567		"Patient-Led Advocacy Group Shares Patient Perspective
Posiblemente solo estemos generando una proyección de todo aquello que habita dentro de nosotros (mi mundo interior debe ser o parecerse a mi interior). Pero en caso de que esta hipótesis sea correcta, todo apuntaría a que dentro de nosotros deseamos que ya no habite porque es justo lo que estamos buscando en el exterior, dejar de habitar. El psicoanálisis y muchas otras corrientes psicológicas y filosóficas apuestan a que el amor será aquello que reconstruya el espacio de las personas, y levante las ruinas de donde en algún momento se vivió una gloria de paz.  
En esta misma línea de ideas, tendríamos una posible solución como seres humanos. Estoy hablando del proceso psíquico que Freud denominó sublimación. A grandes rasgos, la sublimación es un proceso en el que se busca reorientar toda la energía libidinal que vive dentro de nosotros y que por el momento se está enfocando en objetos, actividades o metas poco constructivas, para generar una nueva descarga que sea socialmente aceptada.  
Aquí podríamos entrar en un cuestionamiento, ¿entonces que hay que trabajar primero, lo individual o lo colectivo? La respuesta, con base en las ideas postuladas y con el tiempo que nos marca el reloj, es trabajar a la par. Debemos sublimar todo aquello que vive en mí que no está teniendo fines constructivos para promover mejor vínculos hacia mismo y hacia el exterior. Con ello no quiere decir que “lo malo” de nuestra existencia dejará de existir; esto es algo inherente al ser humano. Vivimos con pulsiones que construyen y con pulsiones que destruyen."
1568		"Patient-Led Advocacy Group Shares Patient Perspective
La idea es clara, si somos los destructores de nuestro mundo, podemos ser los constructores del mismo. Externamente es trabajo de la gran mayoría, reconociendo que esas metas no deben ser a beneficio propio, sino al bien común. Dejar de lado el narcisismo y el pensamiento egocéntrico del que nos hablaba Piaget, para poder mirar al otro que está a punto de sufrir lo mismo que yo. Quizá, con este trabajo individual y acciones externas, podamos lograr que esa restauración del afuera, subsane nuestra parte interna  
S. Freud.  
""Es para nosotros, algo consabido, señalo yo, que a los enfermos su padecer les procura una cierta satisfacción, de suerte que en verdad se muestran parcialmente renuentes a sanar. ""  
La pandemia permanece en nosotros, y con ella la enfermedad; pero el ciclo de la vida continúa y somos los seres humanos somos los que nos rehusamos a que se detenga aun sabiendo que esto podría salvaguardar a nuestros seres queridos y a nosotros mismos. Sin embargo, dicho ciclo no solo es el procurar la vida en sí misma ni el bienestar de la mayoría, sino todo un ciclo político-económico que permita seguir obteniendo las riquezas necesarias para algunos a un precio que otros tantos pagan. Nuestra nueva realidad es que las grandes industrias farmacéuticas y laboratoristas están acelerando la fabricación de las vacunas, con la finalidad de proteger a las personas de acaecer en manos de este virus. No obstante, hay un mensaje no dicho que empieza a materializarse. Me refiero a que la población vacunada podrá ser cada vez más expuesta a una vida con tintes de una “nueva normalidad”. He aquí donde entra lo mencionado en nuestro título del texto, la ganancia secundaria. Para el psicoanálisis y la psicología, la ganancia secundaria es ese beneficio inconsciente que obtenemos a través de un padecimiento o enfermedad."
1569		"Patient-Led Advocacy Group Shares Patient Perspective
Desde esta óptica podemos considerar que, ante la vacunación, hay una ganancia secundaria en dos sentidos. En un primer punto, para las industrias, la ganancia no sólo está en la protección ciudadana, sino también en recuperar el flujo económico e industrial del país. Pudiendo tener argumentos ante los vacunados para poderlos exponer a un mundo donde la enfermedad no se ha erradicado. En ese momento, la responsabilidad del cuidado recaerá nuevamente en uno, no en que la infraestructura cumpla con los protocolos de sanidad.  
En un segundo momento, para los vacunados, la ganancia secundaria no está del todo definida porque, inconscientemente, resuena el hecho de que la dosis no te va a curar de toda la sintomatología psíquica y somática que la enfermedad, o el encierro ha dejado en la población. La ganancia secundaria podría manifestarse más en las “comodidades” que poco a poco iremos perdiendo. Los empleos home office se irán desvaneciendo, y con ello la sensación de seguridad de estar en un espacio físico aislado, conocido y controlado. De igual modo, se llevará el tiempo compartido en familia, la convivencia y el miramiento que se recuperó entre los integrantes. Aquí nuevamente, será responsabilidad y decisión consciente de cada uno si esa ganancia se pierde aunque tengamos que retornar de formada forzada a una “sanación pandémica social”."
1570		"Patient-Led Advocacy Group Shares Patient Perspective
Si en tu realidad estas apunto de regresar a tus labores cotidianas, o ya te encuentras en ellas, es importante que te tomes unos minutos de tu día para reflexionar el cómo te sientes y qué de todo eso que está a tu alrededor tienes el control para tu propio cuidado. Sé consciente de tu desenvolvimiento y de tus labores, pero aún más, debes ser consciente y darle prioridad a tu salud física y mental porque ni la vacuna ni las instituciones te pueden ofrecer cien por ciento tu seguridad. Las ganancias se perderán a la fuerza, pero vendrán otras y dentro de ese venir tiene que estar tu propia salud.  
La adolescencia es esa etapa de nuestras vidas que puede ser crucial para un desarrollo medianamente sano hacia la vida adulta, o una fase tormentosa que viene a destruir los pilares frágiles de la infancia. La OMS define a la adolescencia como el período de crecimiento y desarrollo humano, que se produce después de la niñez y antes de la edad adulta, considerándose entre los 10 y 19 años.  
Arminda Aberaustury en su texto ""La adolescencia normal"" enuncia una serie de características generales psicosociales y emocionales por las cuáles atraviesa el adolescente en esta etapa de dolencia y de duelos. Algunas de ellas son: ruptura familiar, exploración de nuevos círculos sociales, duelo por el cuerpo y la representación infantil, entre otros.  
Para ello, haremos mención de un decálogo que el adolescente no debe olvidar, e incluso debe trabajar para que dicha etapa sea un peldaño más en su desarrollo.  
Los adolescentes deben adaptarse a un cuerpo que duplica su tamaño y adquiere características sexuales. Deben aprender a manejar los cambios biológicos y los sentimientos sexuales que los acompañan; y a practicar conductas sexuales saludables. Su tarea también incluye establecer una identidad sexual y desarrollar habilidades para las relaciones de noviazgo."
1571		"Patient-Led Advocacy Group Shares Patient Perspective
Desarrollar y aplicar habilidades de pensamiento abstracto: Los jóvenes suelen atravesar cambios profundos en su forma de pensar durante la adolescencia, lo que les permite comprender y coordinar ideas abstractas más efectivamente, pensar en distintas posibilidades, ensayar hipótesis, pensar en el futuro y construir filosofías. Desarrollar y aplicar un nivel de perspectiva más complejo: Los adolescentes adquieren una nueva y potente habilidad para comprender las relaciones humanas, en las que, una vez que aprenden a “ponerse en el lugar de otra persona”, aprenden a tener en cuenta sus propias perspectivas y las de los demás simultáneamente, y deben usar esta nueva capacidad para resolver conflictos y problemas en las relaciones. Desarrollar y aplicar nuevas habilidades de adaptación en áreas tales como la toma de decisiones, la solución de problemas y la resolución de conflictos: En relación con todos estos cambios notables, los adolescentes adquieren nuevas habilidades para pensar y planificar el futuro, para utilizar estrategias más sofisticadas en la toma de decisiones, solución de problemas y resolución de conflictos y para moderar los riesgos que toman, y así alcanzar sus metas en lugar de ponerlas en peligro. Identificar patrones morales, valores y sistemas de creencia significativos: Construyendo sobre estos cambios y las habilidades resultantes, los adolescentes típicamente desarrollan un entendimiento más complejo del comportamiento moral y los principios subyacentes de justicia y afecto, cuestionando creencias de la infancia y adoptando valores, visiones religiosas y sistemas de creencias personalmente más significativos para guiar sus decisiones y comportamientos. Comprender y expresar experiencias emocionales más complejas: Con relación a estos cambios, los adolescentes tienden a adquirir la habilidad de identificar y comunicar emociones más complejas, comprender las emociones de otros de maneras más sofisticadas y pensar acerca de las emociones de manera abstracta. Formar amistades íntimas de apoyo mutuo: Si bien los"
1572		"Patient-Led Advocacy Group Shares Patient Perspective
emociones más complejas, comprender las emociones de otros de maneras más sofisticadas y pensar acerca de las emociones de manera abstracta. Formar amistades íntimas de apoyo mutuo: Si bien los jóvenes típicamente tienen amigos durante toda la infancia, los adolescentes suelen desarrollar relaciones de pares que juegan un papel mucho más importante para brindar apoyo y conexión en su vida. Tienden a pasar de amistades basadas en gran medida en compartir actividades e intereses a otras basadas en compartir ideas y sentimientos, con el consiguiente desarrollo de confianza y entendimiento mutuo. Establecer aspectos claves de la identidad: Hasta cierto punto, la formación de la identidad es un proceso que dura toda la vida, pero los aspectos cruciales de la identidad se forjan típicamente durante la adolescencia, incluyendo el desarrollo de una identidad que refleja un sentido de individualidad y la conexión con personas y grupos valorados. Otra parte de esta tarea es desarrollar una identidad positiva con respecto al género, los atributos físicos, la sexualidad, la etnia y, si fuera el caso, el hecho de ser adoptado; también deben desarrollar una conciencia de la diversidad de grupos que conforman la sociedad. Hacer frente a las demandas que implican roles y responsabilidades cada vez más maduros: Los adolescentes gradualmente adoptan los papeles que se esperará de ellos durante la adultez, aprendiendo a adquirir las habilidades y manejar las múltiples demandas que les permitirán moverse en el mercado laboral y satisfacer las expectativas en cuanto a su compromiso con la familia, la comunidad y la ciudadanía. Renegociar las relaciones con los adultos que ejercen el rol de padres: Si bien algunas veces la tarea de los adolescentes ha sido descrita como “separarse” de los padres y otros cuidadores, se la considera ahora más como una tarea conjunta de adultos y adolescentes para negociar un cambio que establezca un equilibrio entre la autonomía y una conexión continua, enfatizando una u otra según los antecedentes"
1573		"Patient-Led Advocacy Group Shares Patient Perspective
se la considera ahora más como una tarea conjunta de adultos y adolescentes para negociar un cambio que establezca un equilibrio entre la autonomía y una conexión continua, enfatizando una u otra según los antecedentes étnicos de cada familia."
1574		"Patient-Led Advocacy Group Shares Patient Perspective
El hablar de locura es introducirte a un mundo de mitos, especulaciones y estigmatizaciones, porque, invariablemente, no podemos desprender el juicio social que esta alteración mental conlleva.  
Si hacemos un breve recorrido a la historia de la psiquiatría, desde tiempos antiguos se señalaba a las personas con ciertas alteraciones en su conducta y los llamaban “lunáticos”. Dicho término proveniente de la idea de que la luna era el elemento que había alterado todo el estado mental del enfermo. Posterior a esto, en el siglo XV y XVI, los enfermos mentales eran encerrados como criminales, señalados por la anormalidad que presentaban y, por lo general, debían ser castigados. Hoy en día, en nuestro siglo XXI, las intervenciones hacia este tipo de población han cambiado y se presumen de ser intervenciones clínicas más humanizadas; sin embargo hay un trasfondo en todo este tema. Ese trasfondo es, precisamente, la sociedad.  
Desde la infancia nos introducen a una cultura, a una sociedad con normas, tradiciones, lenguaje y formas de ver la vida y la muerte. En la edad infantil es primordial que nos integremos a una sociedad. Que empecemos a desarrollar habilidades sociales, ya que se dice que somos seres sociales y los niños privados de estímulos sensoriales o de la interacción con otros, pueden hacerlos caer en la locura. Y ante esto me pregunto ¿quién dice que al integrarte a una a sociedad vas a estar en lo correcto? Nos integran a una sociedad tan rota, injusta, polarizada…tan loca. Pero esa locura social no es visto como algo malo, sino como algo normal porque tiene sus propias normas, mismas a las que nos vamos adaptando y aceptando como parte fundamental de nuestras vidas."
1575		"Patient-Led Advocacy Group Shares Patient Perspective
Pero ¿qué pasa con las personas que no quieren y no se adaptan a esa locura social?, ante esta pregunta es donde surge el concepto de locura. La locura, entendida en términos generales, es la ausencia de salud mental, y ¿quién evalúa si una persona mantiene una salud mental? La sociedad. La sociedad es nuestro principal juez a lo largo de nuestra vida, ellos determinarán si estamos bien o mal, si somos “normales o anormales”, si nos podemos integrar y desarrollar o si seremos incluidos o excluidos.  
Que nuestro lector no crea que estamos desmintiendo la locura como concepto equiparable a enfermedad. Estamos cuestionando los estándares de evaluación que aplica la sociedad ante este tipo de población. Debido a que, aunque la psiquiatría presume que hoy en día que sus métodos de abordamiento son más humanizados, seguimos teniendo inconsistencias y muestras de que el enfermo mental no importa como persona, sino como objeto de estudio o un número cuantificable en las estadísticas médicas que permitan la elaboración de más y más psicofármacos. De hecho, el mismo nombre de los fármacos demuestran lo anterior. El llamar a un medicamento “antipsicótico” o “antidepresivo”, es un significado que comprueba lo mencionado, ¿por qué eliminar al sujeto psicótico o depresivo, y no a la enfermedad? ¿Por qué no llamarlo “antipsicosis o “antidepresión”? Pareciera que el problema no está en la enfermedad, el problema está en el sujeto que no se apega a los estándares sociales, y entonces es él el que tiene que ser segregado. De hecho muchos de los modelos clínicos hoy en día, lo que buscan es la reintegración del sujeto a la sociedad, denotando que lo social siempre va a tener más peso que lo individual."
1576		"Patient-Led Advocacy Group Shares Patient Perspective
La locura existe, pero no siempre es tan visible como nos lo demuestran en las películas o series. A veces, la locura es tan silenciosa que basta un mínimo evento que la detone, o incluso, puede que nunca se manifieste y el sujeto pueda vivir en una sociedad. Los signos síntomas como los delirios, las alucinaciones, las conductas violentas, etc., son parte importante para la elaboración de un diagnóstico, pero si no existe alguna sintomalogía tangible y puesta para la evaluación social ¿qué es entonces la locura? Por ello, la psicología tiene una gran labor para las personas que padecen algún trastorno mental. La labor suena sencilla, escuchar, pero es ayudar al paciente a armar todo el rompecabezas de su vida hasta encontrar que fue aquello que rompió su cabeza. Indiscutiblemente, el trabajo de escucha se hace con apoyo de las intervenciones psiquiátricas, pero en está ocasión escuchamos al sujeto y cómo vive su enfermedad con la finalidad, no solo de una integración social, sino de un sentimiento de salud mental.  
La familia ha evolucionado muchísimo en los últimos años. Tanto es así, que hasta a los expertos les cuesta trabajo definir lo que es una familia y los tipos que existen (monoparental, homoparental, reagrupada, multicultural). No vamos a entrar en todas las características para no perdernos mucho. Vamos a centrarnos en las situaciones que son más frecuentes en nuestro entorno más cercano."
1577		"Patient-Led Advocacy Group Shares Patient Perspective
Los padres de familia con hijos adolescentes suelen estar en torno a los 40 años o más. Nos podemos encontrar, por lo tanto, con que a veces coinciden los cambios e inestabilidad de nuestras hijos con la llamada “crisis de los 40”, que ahora los expertos la sitúan más bien hacia los 50, dado el retraso, en las parejas jóvenes. La familia tradicional ya no está tan extendida, al menos en las ciudades de los países desarrollados. Las madres suelen trabajar junto con los padres y ya no tenemos, en líneas generales, el modelo de la madre en casa que se encarga de las tareas domésticas, y el padre aporta el sustento mediante su trabajo. La incorporación de la mujer al mundo del trabajo ha traído consigo su independencia económica y personal.  
Un conjunto de factores como el cambio en la concepción del matrimonio, cambios en las leyes, la independencia económica de la mujer, etc., han contribuido a que el número de separaciones y divorcios incrementen en la actualidad y esta realidad afecta a los hijos que la viven: presencian el desmoronamiento de la relación, las disputas, las dificultades en el cumplimiento de las medidas reguladoras de la separación o divorcio y no digamos los problemas derivados de la convivencia con la nueva pareja de algunos de los Padres. Ahora bien, dicho todo esto, no debemos interpretar que la separación entre las parejas es el peor mal que aqueja a los hijos. Sencillamente estamos describiendo una realidad relativamente frecuente, pero no peor que otras situaciones de convivencia de parejas que, no se deciden o no pueden romper, y se someten a situaciones destructivas moral y psicológicamente para todos los miembros de la familia.  
Si tuviéramos que indicar algunas características de las familias de hoy, podríamos afirmar que, en general:"
1578		"Patient-Led Advocacy Group Shares Patient Perspective
Si tuviéramos que indicar algunas características de las familias de hoy, podríamos afirmar que, en general:  
Son más permisivas en la educación de los hijos que en generaciones anteriores. ¿Qué consecuencias tiene? El principio de autoridad está deteriorado y los padres no saben, en muchos casos cómo ejercerlo, incluso dudan si es recomendable utilizarlo. Cada vez más, las familias son menos estables y duraderas. ¿Qué consecuencias tiene? Los hijos no solamente viven la situación de deterioro o ruptura de la pareja sino que además son víctimas frecuentes del intento de llevárselos cada uno a su terreno. Como si fuesen ellos, el objeto mediador, aquel que carga con la responsabilidad de ser hijo y de unir a los padres. Tienen menos tiempo para dedicar a los hijos en particular, y a la convivencia familiar en general, debido fundamentalmente a motivos laborales. ¿Qué consecuencias tiene? A veces los padres intentan compensar esta falta de atención y de tiempo con bienes o recompensas de tipo material, lo que tiene repercusiones negativas a corto y largo plazo. Otra consecuencia importante es la pérdida de los momentos de comunicación, tan necesarios para la cohesión familiar y la transmisión de valores. Por último, indicar que las largas jornadas de trabajo generan estress en las personas que las sufren y éste se transmite al entorno familiar, promoviendo espacios en casa de tensión y de angustia en todos los miembros.  
""Para estar mañana en el recuerdo de tus hijos; debes estar presente en sus vidas hoy""  
Sigmund Freud.  
""La relación entre lo corporal y lo anímico es de acción recíproca; pero en el pasado el otro costado de esta relación, la acción de lo anímico sobre el cuerpo, halló poco favor a los ojos de los médicos."""
1579		"Patient-Led Advocacy Group Shares Patient Perspective
Hoy, más que antes, en la escucha de los pacientes que lamentablemente han sido infectados por el virus SARS COV 2 o perdido algún ser querido, se detecta una angustia latente de muerte, una ansiedad flotante e incluso síntomas físicos que deterioran su estado anímico.  
Y es que, en el presente escrito, queremos hacer conscientes a las personas sobre lo vivido. Todos estamos en este barco, y nadie está exento de hundirse. Aún estamos viviendo un choque exterior, que por supuesto, termina impactando todo nuestro interior. Las medidas de salud externas ya son conocidas: lavado de manos constante, uso de cubrebocas, uso de gel antibacterial, distanciamiento social y de preferencia aislamiento. Pero ¿y la indicaciones para un cuidado interno por qué no se mencionan? Mientras más se alarga la pandemia, mayor agonía nos hunde. La angustia aflora por muchas razones reales y nadie nos dice qué debemos hacer con ella. Al parecer, esto es un pequeño reflejo de como la sociedad sigue sin prestarle la debida atención a lo que vivimos y sentimos internamente; sino que el foco está centrado en regresar a una cotidianeidad que permita tener el flujo de vida externo ya conocido.  
Pero como mencionábamos anteriormente, los casos Post Covid en temas de salud mental aumentan, y con justa razón, no estamos hablando de una sintomatología habitual. Incluso hablamos de un virus que hemos asociado a muerte. Es una dualidad muy latente “Covid-muerte”, cuyo significado tiene tal peso que en nuestro psiquismo comienza a hacer estrategos sin haberlo presentado dentro de mi organismo. Es esa angustia latente por mi cuidado, por el cuidado del otro, de un ser querido, por la economía, por si contraigo el virus, o peor aún, por pensar cuándo voy a contraerlo y qué me pasará mientras esté presente en mí."
1580		"Patient-Led Advocacy Group Shares Patient Perspective
Estamos en el limbo de vivir entre el duelo y la melancolía. Entendidos estos conceptos desde la visión Freudiana. El duelo se vive y se percibe, sea real o imaginación, al saber que estamos perdiendo un objeto amado. Sin embargo, un desencadenamiento que empieza a presentarse es la melancolía, cuyo significado surge de la pérdida de un objeto, pero en el escenario no solo perdemos al objeto amado, sino también algo de nosotros se va con él y sabemos que no volverá. Es padecer por eso que no sabemos que se fue. Justo como hoy en día lo estamos sintiendo.  
No queremos caer en una postura nihilista o catastrófica, es simplemente hacer consciente el escenario que tenemos hoy en día para, a partir de ahí, construir una línea de trabajo con uno mismo.  
Para esto, te compartimos algunas estrategias cognitivas conductuales que te ayuden a sobrellevar el panorama enunciado.  
Permanece en zonas seguras, aunque sean fueran de casa, que sean zonas que te brinden seguridad de estar bien. Infórmate de la situación con fuentes fidedignas y confiables. No te satures de información, procura leer solo la que podrás tolerar. Alterna funciones o responsabilidades estresantes con otras placenteras. Implementa horarios flexibles en donde tengas tiempos de descanso, relajación y reflexión personal. Escucha tus pensamientos y en lístalos. Al lado de ellos escribe de qué forma puedes cambiarlos a un pensamiento más controlado y positivo. Redacta una bitácora o diario de cómo te sentiste en el día, tus temores, tus logros y tus expectativas. Mantén tu mente ocupada pero no excedas, el no querer pensar en lo que sientes, no solucionará nada. Dibuja, escriba y proyecta tus emociones, no las guarde.  
Deseamos que esto pase y que pase de la mejor forma para todos."
